id,isim,soyisim,yas,yillik_gelir,satin_alma_miktari
7253,Emre,Çelik,37,85311,6
7254,Mehmet,Yılmaz,69,24778,19
7255,Emre,Kaya,48,100775,10
7256,Hüseyin,Şahin,48,65918,16
7257,Ali,Arslan,45,58212,4
7258,Mehmet,Öztürk,33,104034,14
7259,Ahmet,Kaya,65,64859,11
7260,Emre,Demir,41,105953,12
7261,Ali,Şahin,48,97862,4
7262,Elif,Arslan,37,122528,15
7263,Hüseyin,Çelik,26,138262,19
7264,Selin,Güler,31,48172,1
7265,Fatma,Öztürk,56,54171,10
7266,Hüseyin,Korkmaz,56,79061,19
7267,Zeynep,Doğan,20,53710,14
7268,Ahmet,Şahin,60,62273,2
7269,Elif,Arslan,69,143609,5
7270,Emre,Güler,22,83143,5
7271,Fatma,Güler,56,35082,14
7272,Ali,Korkmaz,23,144374,18
7273,Fatma,Doğan,64,130861,16
7274,Ali,Arslan,68,27943,1
7275,Mehmet,Çelik,51,97441,1
7276,Mehmet,Kaya,42,48066,9
7277,Emre,Güler,62,145459,3
7278,Elif,Korkmaz,46,43111,6
7279,Fatma,Korkmaz,39,63670,5
7280,Selin,Kaya,62,149567,10
7281,Selin,Çelik,32,92866,15
7282,Ali,Şahin,68,64071,5
7283,Fatma,Öztürk,22,59644,3
7284,Fatma,Kaya,59,28841,17
7285,Ayşe,Demir,35,80510,5
7286,Mehmet,Doğan,33,81319,6
7287,Selin,Yılmaz,43,128823,18
7288,Emre,Korkmaz,54,61575,2
7289,Mehmet,Doğan,30,88219,13
7290,Hüseyin,Öztürk,56,78914,9
7291,Fatma,Doğan,47,38982,5
7292,Zeynep,Şahin,48,110441,11
7293,Mehmet,Doğan,52,120039,18
7294,Mehmet,Korkmaz,37,142980,7
7295,Selin,Kaya,60,122167,15
7296,Mehmet,Öztürk,37,52868,16
7297,Emre,Öztürk,49,45984,14
7298,Fatma,Şahin,59,83659,3
7299,Ahmet,Demir,54,116168,7
7300,Ahmet,Doğan,59,103430,11
7301,Selin,Korkmaz,29,36316,1
7302,Hüseyin,Demir,25,78918,8
7303,Hüseyin,Öztürk,23,72558,3
7304,Fatma,Kaya,31,105225,17
7305,Ali,Güler,52,80141,6
7306,Selin,Çelik,64,86725,3
7307,Hüseyin,Demir,50,37715,14
7308,Selin,Arslan,50,98410,4
7309,Fatma,Kaya,46,34528,6
7310,Zeynep,Kaya,30,59646,2
7311,Mehmet,Çelik,47,58833,16
7312,Selin,Doğan,69,93623,6
7313,Ahmet,Şahin,28,38134,14
7314,Ahmet,Kaya,60,55917,6
7315,Selin,Demir,27,46653,19
7316,Elif,Güler,69,105661,16
7317,Mehmet,Güler,67,111805,2
7318,Emre,Çelik,37,61586,3
7319,Zeynep,Şahin,40,39269,11
7320,Zeynep,Öztürk,41,148571,2
7321,Hüseyin,Çelik,48,118707,19
7322,Hüseyin,Öztürk,31,36768,16
7323,Ali,Arslan,68,58889,16
7324,Zeynep,Çelik,49,24993,1
7325,Ahmet,Doğan,34,88335,5
7326,Emre,Yılmaz,36,27381,9
7327,Emre,Arslan,19,40003,3
7328,Ahmet,Kaya,33,111991,2
7329,Ali,Korkmaz,50,21260,4
7330,Ali,Kaya,32,109454,13
7331,Ayşe,Demir,27,94457,8
7332,Mehmet,Kaya,24,23774,17
7333,Mehmet,Arslan,69,99644,8
7334,Ayşe,Arslan,65,46070,11
7335,Elif,Arslan,21,50093,18
7336,Zeynep,Çelik,24,120100,6
7337,Fatma,Çelik,33,82253,2
7338,Emre,Korkmaz,47,42106,11
7339,Ahmet,Şahin,39,74120,16
7340,Mehmet,Yılmaz,69,85055,19
7341,Ali,Öztürk,28,139387,3
7342,Ali,Öztürk,31,88651,19
7343,Zeynep,Çelik,45,58962,6
7344,Elif,Arslan,44,25117,18
7345,Fatma,Kaya,44,39596,17
7346,Hüseyin,Şahin,59,73161,13
7347,Ali,Öztürk,22,41466,12
7348,Zeynep,Öztürk,47,85742,12
7349,Mehmet,Güler,66,62938,19
7350,Selin,Korkmaz,46,109532,7
7351,Mehmet,Öztürk,33,101151,3
7352,Hüseyin,Arslan,64,130646,10
7353,Zeynep,Şahin,45,44913,1
7354,Ayşe,Korkmaz,58,99442,13
7355,Selin,Korkmaz,50,125815,12
7356,Ahmet,Öztürk,63,123174,19
7357,Selin,Yılmaz,67,74588,4
7358,Zeynep,Öztürk,32,83773,12
7359,Ali,Çelik,22,38748,15
7360,Hüseyin,Kaya,43,110980,5
7361,Hüseyin,Güler,50,63564,12
7362,Zeynep,Çelik,30,100686,5
7363,Ayşe,Öztürk,62,145970,14
7364,Mehmet,Demir,59,103803,2
7365,Selin,Güler,60,66882,7
7366,Ahmet,Arslan,31,32903,4
7367,Ahmet,Şahin,68,144348,9
7368,Fatma,Demir,68,88513,12
7369,Zeynep,Kaya,67,141218,5
7370,Hüseyin,Korkmaz,23,44903,19
7371,Mehmet,Kaya,41,25337,3
7372,Ali,Çelik,55,31968,12
7373,Emre,Kaya,48,109566,16
7374,Mehmet,Öztürk,46,50876,15
7375,Mehmet,Güler,39,111922,10
7376,Elif,Şahin,37,58876,9
7377,Emre,Arslan,42,86447,4
7378,Hüseyin,Kaya,65,69241,1
7379,Ali,Yılmaz,41,117691,10
7380,Elif,Arslan,63,53117,19
7381,Hüseyin,Güler,28,35003,5
7382,Emre,Kaya,48,93838,7
7383,Ayşe,Demir,50,110087,11
7384,Zeynep,Arslan,39,142621,11
7385,Hüseyin,Güler,58,92711,1
7386,Selin,Kaya,48,139145,19
7387,Fatma,Demir,24,96458,8
7388,Fatma,Güler,43,33092,4
7389,Selin,Güler,23,127090,14
7390,Ayşe,Doğan,49,28993,9
7391,Emre,Şahin,65,115301,11
7392,Fatma,Arslan,64,103772,11
7393,Elif,Arslan,45,23037,8
7394,Fatma,Demir,43,71663,3
7395,Hüseyin,Çelik,51,59390,1
7396,Hüseyin,Yılmaz,45,98542,13
7397,Elif,Demir,34,31335,13
7398,Mehmet,Kaya,34,46961,11
7399,Emre,Öztürk,33,49830,17
7400,Selin,Demir,48,111880,7
7401,Ali,Şahin,52,110078,2
7402,Ayşe,Doğan,23,99872,17
7403,Mehmet,Şahin,26,28445,6
7404,Ayşe,Öztürk,34,126730,19
7405,Selin,Demir,56,92439,3
7406,Fatma,Korkmaz,69,136186,14
7407,Mehmet,Korkmaz,57,47403,19
7408,Selin,Güler,46,140632,4
7409,Zeynep,Şahin,23,46120,13
7410,Fatma,Demir,18,143612,10
7411,Ali,Demir,37,120990,2
7412,Mehmet,Güler,41,72019,9
7413,Zeynep,Çelik,48,66327,8
7414,Ahmet,Arslan,64,115825,10
7415,Ahmet,Korkmaz,56,97989,17
7416,Mehmet,Çelik,58,77380,15
7417,Ali,Öztürk,52,32283,5
7418,Selin,Demir,35,125766,18
7419,Ahmet,Şahin,33,95492,12
7420,Ahmet,Güler,28,137315,15
7421,Ayşe,Doğan,36,84704,7
7422,Selin,Kaya,58,127781,10
7423,Elif,Şahin,45,57781,15
7424,Fatma,Öztürk,69,72532,5
7425,Mehmet,Şahin,60,143834,18
7426,Selin,Doğan,56,132460,16
7427,Mehmet,Korkmaz,32,118003,12
7428,Zeynep,Çelik,65,136906,14
7429,Ahmet,Güler,35,149414,17
7430,Ayşe,Arslan,59,54816,1
7431,Ali,Yılmaz,62,54904,2
7432,Mehmet,Demir,21,113196,9
7433,Elif,Arslan,66,93783,19
7434,Emre,Çelik,43,138746,14
7435,Emre,Yılmaz,42,44895,14
7436,Fatma,Arslan,62,54363,2
7437,Selin,Korkmaz,49,68500,5
7438,Emre,Arslan,41,46314,18
7439,Zeynep,Doğan,33,149570,5
7440,Mehmet,Korkmaz,39,126582,7
7441,Ali,Korkmaz,47,93394,8
7442,Ali,Yılmaz,40,118617,9
7443,Fatma,Doğan,42,66670,4
7444,Elif,Yılmaz,21,126272,14
7445,Zeynep,Korkmaz,27,47867,7
7446,Zeynep,Kaya,56,39391,9
7447,Fatma,Korkmaz,18,117048,1
7448,Ali,Şahin,33,134463,5
7449,Ali,Arslan,62,78444,2
7450,Hüseyin,Yılmaz,59,81763,18
7451,Mehmet,Doğan,32,139642,8
7452,Elif,Demir,23,112208,17
7453,Elif,Kaya,35,108407,9
7454,Zeynep,Yılmaz,59,37210,16
7455,Zeynep,Şahin,21,39904,4
7456,Ali,Arslan,66,26922,5
7457,Elif,Kaya,37,29501,15
7458,Emre,Güler,36,118977,5
7459,Emre,Doğan,61,58375,1
7460,Selin,Arslan,67,65979,4
7461,Selin,Öztürk,67,143413,8
7462,Hüseyin,Demir,19,56190,8
7463,Emre,Güler,25,124271,19
7464,Ahmet,Güler,26,85401,2
7465,Hüseyin,Korkmaz,49,57361,10
7466,Zeynep,Kaya,32,114185,12
7467,Ahmet,Yılmaz,32,115432,19
7468,Fatma,Demir,38,66567,7
7469,Selin,Güler,36,104119,5
7470,Selin,Doğan,65,76739,7
7471,Elif,Korkmaz,53,26454,19
7472,Emre,Korkmaz,62,114455,3
7473,Ayşe,Şahin,58,49107,3
7474,Zeynep,Arslan,57,70098,5
7475,Ali,Öztürk,49,70456,10
7476,Hüseyin,Güler,19,80698,5
7477,Mehmet,Arslan,44,142396,1
7478,Ali,Şahin,42,48750,11
7479,Emre,Arslan,56,36334,10
7480,Ahmet,Yılmaz,59,24219,14
7481,Ahmet,Arslan,49,107508,16
7482,Ayşe,Güler,29,20942,10
7483,Selin,Çelik,66,134470,15
7484,Zeynep,Kaya,53,25571,16
7485,Elif,Yılmaz,29,33199,8
7486,Ahmet,Kaya,67,22327,9
7487,Elif,Güler,65,118788,6
7488,Selin,Kaya,67,63262,8
7489,Emre,Doğan,67,62173,5
7490,Selin,Şahin,68,144120,5
7491,Ayşe,Çelik,65,86513,13
7492,Ahmet,Doğan,68,100734,17
7493,Hüseyin,Şahin,63,60913,13
7494,Ayşe,Demir,47,131761,2
7495,Emre,Güler,54,104282,9
7496,Fatma,Yılmaz,68,145606,18
7497,Ali,Çelik,28,21459,11
7498,Ali,Arslan,60,65136,1
7499,Mehmet,Şahin,44,73295,19
7500,Hüseyin,Çelik,29,136490,9
7501,Emre,Öztürk,59,135906,6
7502,Selin,Korkmaz,25,90414,16
7503,Ayşe,Arslan,50,43269,15
7504,Mehmet,Doğan,45,119636,19
7505,Ali,Korkmaz,25,87008,18
7506,Elif,Demir,38,33853,1
7507,Elif,Öztürk,35,50612,4
7508,Elif,Çelik,28,80357,14
7509,Ali,Doğan,46,75555,12
7510,Elif,Şahin,24,115220,8
7511,Selin,Kaya,46,134634,2
7512,Zeynep,Güler,34,143342,6
7513,Ayşe,Kaya,22,90917,19
7514,Ayşe,Korkmaz,23,51126,19
7515,Elif,Kaya,42,29283,17
7516,Fatma,Demir,62,80172,5
7517,Elif,Güler,66,33164,7
7518,Hüseyin,Öztürk,50,140320,1
7519,Selin,Arslan,64,38592,7
7520,Elif,Yılmaz,30,83526,15
7521,Zeynep,Demir,19,115868,5
7522,Ayşe,Demir,65,124644,16
7523,Ayşe,Şahin,30,55800,13
7524,Ayşe,Demir,43,52478,9
7525,Mehmet,Arslan,18,80276,13
7526,Mehmet,Çelik,23,149320,8
7527,Fatma,Demir,30,36510,15
7528,Ali,Çelik,48,128612,9
7529,Selin,Arslan,58,143786,4
7530,Fatma,Arslan,35,105724,4
7531,Hüseyin,Doğan,46,96573,5
7532,Emre,Arslan,46,139440,13
7533,Ali,Demir,29,94196,8
7534,Hüseyin,Korkmaz,47,96816,14
7535,Hüseyin,Yılmaz,19,45035,16
7536,Mehmet,Şahin,58,105844,4
7537,Ahmet,Şahin,18,94889,4
7538,Fatma,Korkmaz,62,148661,16
7539,Mehmet,Çelik,68,88222,7
7540,Emre,Doğan,45,31346,14
7541,Elif,Demir,33,91758,12
7542,Emre,Öztürk,61,97751,1
7543,Selin,Yılmaz,34,121403,1
7544,Ali,Demir,44,77983,18
7545,Ayşe,Doğan,31,119753,6
7546,Zeynep,Yılmaz,43,125971,18
7547,Mehmet,Korkmaz,59,74729,6
7548,Ahmet,Arslan,41,70467,11
7549,Ayşe,Kaya,25,85471,18
7550,Emre,Çelik,37,95255,10
7551,Ayşe,Doğan,56,58995,3
7552,Zeynep,Demir,19,75098,1
7553,Ayşe,Arslan,61,138794,3
7554,Emre,Korkmaz,58,148565,13
7555,Emre,Arslan,22,81120,10
7556,Zeynep,Korkmaz,33,116918,11
7557,Fatma,Doğan,39,120326,1
7558,Ahmet,Güler,37,112587,15
7559,Zeynep,Korkmaz,46,32158,18
7560,Fatma,Çelik,51,141800,15
7561,Emre,Şahin,28,93931,19
7562,Ahmet,Arslan,42,29309,16
7563,Hüseyin,Güler,43,72892,4
7564,Mehmet,Şahin,25,31956,6
7565,Ahmet,Arslan,38,40608,11
7566,Fatma,Şahin,53,32225,4
7567,Hüseyin,Doğan,41,85617,2
7568,Ahmet,Çelik,32,27180,3
7569,Ali,Güler,33,41548,18
7570,Mehmet,Güler,22,60927,1
7571,Emre,Kaya,61,109779,5
7572,Selin,Çelik,54,131331,6
7573,Emre,Çelik,48,134537,2
7574,Fatma,Arslan,50,143146,10
7575,Zeynep,Öztürk,57,126233,2
7576,Selin,Çelik,60,68828,17
7577,Ali,Demir,39,74889,19
7578,Fatma,Yılmaz,69,99020,18
7579,Mehmet,Arslan,19,119987,17
7580,Ayşe,Yılmaz,68,53853,6
7581,Elif,Şahin,41,37842,15
7582,Hüseyin,Güler,18,125914,1
7583,Mehmet,Demir,32,23701,14
7584,Elif,Doğan,45,120156,11
7585,Elif,Öztürk,31,100762,11
7586,Ayşe,Doğan,55,96908,2
7587,Fatma,Çelik,52,75699,8
7588,Selin,Şahin,30,83206,7
7589,Ayşe,Kaya,20,63209,16
7590,Hüseyin,Güler,68,32045,6
7591,Fatma,Arslan,51,141422,1
7592,Ayşe,Öztürk,32,22885,3
7593,Elif,Arslan,35,127763,3
7594,Ahmet,Çelik,59,140301,16
7595,Elif,Güler,62,124691,7
7596,Ahmet,Doğan,25,82705,2
7597,Ali,Çelik,45,50906,10
7598,Selin,Demir,41,105620,10
7599,Elif,Çelik,53,60659,1
7600,Ayşe,Korkmaz,65,63691,14
7601,Fatma,Kaya,19,78492,18
7602,Ali,Şahin,25,76417,1
7603,Ahmet,Korkmaz,29,78148,3
7604,Ahmet,Kaya,57,86924,13
7605,Mehmet,Demir,28,97539,1
7606,Zeynep,Şahin,26,108948,8
7607,Ahmet,Şahin,32,94398,1
7608,Emre,Demir,47,125656,13
7609,Elif,Demir,49,133912,3
7610,Selin,Çelik,44,132128,6
7611,Ayşe,Güler,69,121277,9
7612,Emre,Doğan,59,55579,18
7613,Ali,Demir,34,56211,13
7614,Selin,Arslan,59,40073,5
7615,Zeynep,Doğan,63,126849,17
7616,Ayşe,Kaya,49,84011,19
7617,Hüseyin,Kaya,44,22865,15
7618,Selin,Demir,55,68682,16
7619,Ayşe,Güler,23,52005,14
7620,Zeynep,Doğan,31,147369,9
7621,Mehmet,Korkmaz,27,51131,8
7622,Zeynep,Güler,39,48334,15
7623,Selin,Demir,20,83659,17
7624,Mehmet,Arslan,65,21551,11
7625,Emre,Çelik,50,142303,6
7626,Selin,Arslan,22,103875,15
7627,Fatma,Demir,58,78378,16
7628,Elif,Korkmaz,24,40359,2
7629,Ali,Demir,19,56366,10
7630,Emre,Demir,57,71792,17
7631,Zeynep,Doğan,60,79555,15
7632,Ayşe,Arslan,30,66218,13
7633,Emre,Çelik,63,102412,3
7634,Emre,Kaya,40,23206,17
7635,Ahmet,Şahin,58,67643,10
7636,Emre,Kaya,30,22801,9
7637,Selin,Çelik,34,34575,8
7638,Selin,Öztürk,21,39190,2
7639,Elif,Güler,40,87478,16
7640,Selin,Doğan,42,74495,10
7641,Mehmet,Korkmaz,23,25170,12
7642,Elif,Çelik,38,77484,12
7643,Ayşe,Yılmaz,28,82591,18
7644,Ahmet,Güler,58,68569,13
7645,Elif,Arslan,43,88898,5
7646,Hüseyin,Öztürk,44,109944,8
7647,Ayşe,Korkmaz,43,62993,19
7648,Hüseyin,Arslan,48,126794,6
7649,Zeynep,Yılmaz,43,52206,10
7650,Ayşe,Çelik,23,89104,15
7651,Ayşe,Çelik,45,95472,7
7652,Fatma,Arslan,18,103566,14
7653,Zeynep,Güler,51,53457,10
7654,Selin,Demir,20,79028,12
7655,Ali,Güler,27,53433,17
7656,Selin,Arslan,32,41264,16
7657,Hüseyin,Yılmaz,57,114450,12
7658,Ali,Güler,41,130566,14
7659,Ali,Şahin,61,108238,12
7660,Mehmet,Demir,23,45280,16
7661,Zeynep,Kaya,52,86033,3
7662,Selin,Demir,49,117109,11
7663,Selin,Yılmaz,20,48008,12
7664,Hüseyin,Kaya,54,119740,18
7665,Selin,Şahin,32,135141,19
7666,Hüseyin,Şahin,45,72576,4
7667,Zeynep,Demir,45,119148,10
7668,Zeynep,Korkmaz,18,83964,10
7669,Ali,Arslan,39,21226,19
7670,Zeynep,Yılmaz,60,103192,7
7671,Ali,Arslan,55,142826,5
7672,Emre,Demir,35,148251,2
7673,Emre,Güler,26,25434,18
7674,Mehmet,Arslan,26,23994,19
7675,Selin,Yılmaz,63,132055,6
7676,Selin,Güler,31,110244,13
7677,Hüseyin,Şahin,38,48660,13
7678,Elif,Kaya,66,76059,16
7679,Hüseyin,Doğan,39,81125,15
7680,Mehmet,Yılmaz,41,55924,9
7681,Emre,Demir,19,49892,2
7682,Hüseyin,Güler,56,106546,15
7683,Zeynep,Yılmaz,64,52156,13
7684,Hüseyin,Korkmaz,29,135643,16
7685,Fatma,Korkmaz,42,138620,3
7686,Fatma,Korkmaz,47,86881,17
7687,Fatma,Güler,49,123938,5
7688,Ahmet,Kaya,39,30845,15
7689,Hüseyin,Doğan,46,20175,4
7690,Selin,Kaya,30,54154,8
7691,Mehmet,Arslan,46,97120,14
7692,Ali,Şahin,58,112487,1
7693,Ali,Arslan,19,103313,8
7694,Ali,Doğan,49,49893,8
7695,Fatma,Demir,28,65467,4
7696,Fatma,Kaya,46,86498,3
7697,Selin,Güler,66,149984,8
7698,Ali,Güler,60,41892,11
7699,Selin,Doğan,55,29035,15
7700,Ahmet,Öztürk,39,29898,9
7701,Zeynep,Şahin,29,136127,4
7702,Ali,Güler,69,33788,1
7703,Ali,Demir,22,115316,7
7704,Ali,Korkmaz,56,20773,6
7705,Mehmet,Çelik,62,92804,17
7706,Hüseyin,Çelik,32,145379,10
7707,Elif,Çelik,53,28727,2
7708,Ali,Güler,57,69309,8
7709,Emre,Kaya,60,124308,15
7710,Fatma,Yılmaz,49,101757,17
7711,Mehmet,Çelik,61,32578,16
7712,Emre,Çelik,26,140535,12
7713,Hüseyin,Arslan,40,116445,15
7714,Emre,Yılmaz,57,32326,10
7715,Selin,Demir,58,48083,17
7716,Ahmet,Arslan,52,97291,11
7717,Mehmet,Yılmaz,53,111703,3
7718,Zeynep,Yılmaz,54,132224,19
7719,Mehmet,Demir,49,27495,5
7720,Selin,Kaya,54,60016,12
7721,Ali,Şahin,67,105352,10
7722,Zeynep,Güler,36,119097,2
7723,Ayşe,Çelik,31,132046,11
7724,Zeynep,Korkmaz,65,83793,19
7725,Zeynep,Çelik,29,32464,8
7726,Ahmet,Güler,61,93614,15
7727,Elif,Şahin,68,106084,1
7728,Ahmet,Yılmaz,39,23006,18
7729,Emre,Şahin,18,128676,13
7730,Hüseyin,Öztürk,59,84667,7
7731,Ayşe,Doğan,35,96029,9
7732,Elif,Yılmaz,35,55756,6
7733,Ali,Doğan,51,141924,2
7734,Hüseyin,Güler,58,41638,1
7735,Selin,Öztürk,53,94666,11
7736,Ali,Doğan,53,144411,19
7737,Elif,Korkmaz,52,138936,10
7738,Emre,Çelik,45,129880,11
7739,Ali,Yılmaz,53,86868,19
7740,Elif,Kaya,69,34895,15
7741,Mehmet,Arslan,50,124240,17
7742,Ali,Kaya,42,70039,12
7743,Ali,Yılmaz,27,68287,8
7744,Ali,Şahin,45,23608,13
7745,Ahmet,Doğan,63,145140,1
7746,Hüseyin,Çelik,44,38159,12
7747,Emre,Demir,31,132109,6
7748,Ayşe,Çelik,54,100998,11
7749,Ayşe,Arslan,60,28630,16
7750,Elif,Güler,42,116388,9
7751,Zeynep,Arslan,66,67526,7
7752,Ayşe,Arslan,69,27144,9
7753,Elif,Çelik,46,43994,6
7754,Hüseyin,Yılmaz,66,36699,14
7755,Elif,Arslan,53,99261,4
7756,Elif,Kaya,49,29338,6
7757,Mehmet,Korkmaz,50,146014,14
7758,Fatma,Kaya,62,68740,6
7759,Hüseyin,Öztürk,44,62371,1
7760,Hüseyin,Çelik,26,66978,3
7761,Fatma,Öztürk,35,68001,14
7762,Ayşe,Arslan,65,20178,1
7763,Ayşe,Güler,40,29614,10
7764,Elif,Kaya,47,27159,19
7765,Fatma,Yılmaz,18,119558,16
7766,Fatma,Güler,64,50877,17
7767,Zeynep,Kaya,24,118277,12
7768,Zeynep,Şahin,33,90373,10
7769,Fatma,Doğan,39,142301,16
7770,Ali,Kaya,36,29880,12
7771,Ahmet,Kaya,21,29879,15
7772,Ahmet,Güler,69,61432,5
7773,Mehmet,Arslan,41,113992,9
7774,Ali,Şahin,29,34212,9
7775,Emre,Yılmaz,18,60846,6
7776,Hüseyin,Korkmaz,54,124768,11
7777,Mehmet,Arslan,42,109883,16
7778,Hüseyin,Güler,22,84642,2
7779,Fatma,Öztürk,59,63946,14
7780,Elif,Korkmaz,52,44180,9
7781,Fatma,Doğan,20,74747,18
7782,Fatma,Yılmaz,26,115567,11
7783,Ahmet,Yılmaz,53,67575,4
7784,Ayşe,Kaya,60,41395,8
7785,Ayşe,Çelik,22,121571,3
7786,Zeynep,Çelik,21,136585,16
7787,Hüseyin,Demir,54,79800,10
7788,Emre,Öztürk,20,68489,19
7789,Elif,Kaya,30,125590,5
7790,Selin,Şahin,43,65010,18
7791,Mehmet,Korkmaz,42,69190,4
7792,Elif,Korkmaz,51,136076,6
7793,Ali,Doğan,65,96171,10
7794,Zeynep,Arslan,66,134816,4
7795,Ali,Şahin,62,38481,7
7796,Mehmet,Demir,53,46989,17
7797,Selin,Yılmaz,53,27281,9
7798,Fatma,Çelik,27,54592,12
7799,Emre,Doğan,65,131070,5
7800,Ayşe,Arslan,22,115109,4
7801,Ayşe,Arslan,29,109213,13
7802,Elif,Korkmaz,58,62226,2
7803,Elif,Öztürk,44,23581,17
7804,Ahmet,Çelik,27,135894,1
7805,Emre,Şahin,43,30240,5
7806,Ahmet,Güler,27,28378,2
7807,Fatma,Yılmaz,46,126523,15
7808,Elif,Yılmaz,43,85075,18
7809,Fatma,Güler,63,39946,8
7810,Elif,Kaya,22,121242,14
7811,Ayşe,Korkmaz,48,103902,19
7812,Elif,Güler,65,91278,5
7813,Ayşe,Yılmaz,51,83293,2
7814,Mehmet,Öztürk,47,148363,4
7815,Selin,Çelik,47,60542,17
7816,Mehmet,Şahin,38,88172,3
7817,Hüseyin,Arslan,34,85467,17
7818,Selin,Korkmaz,49,97350,7
7819,Ali,Kaya,56,37838,9
7820,Ayşe,Arslan,19,61247,14
7821,Elif,Yılmaz,19,74006,10
7822,Zeynep,Yılmaz,63,32466,10
7823,Selin,Doğan,48,43077,14
7824,Hüseyin,Öztürk,59,99655,15
7825,Ali,Doğan,55,67212,17
7826,Fatma,Öztürk,60,88723,7
7827,Zeynep,Çelik,19,35838,11
7828,Selin,Şahin,23,136081,12
7829,Ahmet,Demir,32,70048,3
7830,Ayşe,Çelik,27,93393,13
7831,Zeynep,Öztürk,39,128160,6
7832,Ahmet,Güler,21,55173,16
7833,Elif,Şahin,48,77841,19
7834,Ahmet,Öztürk,41,131607,1
7835,Ahmet,Kaya,35,142044,4
7836,Ayşe,Demir,28,82571,12
7837,Ahmet,Arslan,65,93242,3
7838,Elif,Arslan,66,44292,2
7839,Ayşe,Öztürk,24,87689,8
7840,Ali,Korkmaz,24,41440,19
7841,Fatma,Yılmaz,39,68687,13
7842,Ali,Kaya,53,98388,6
7843,Mehmet,Arslan,61,138820,17
7844,Emre,Doğan,45,93943,17
7845,Ayşe,Çelik,34,30473,5
7846,Hüseyin,Demir,56,135769,2
7847,Ahmet,Arslan,54,127619,16
7848,Mehmet,Demir,25,120762,11
7849,Emre,Kaya,32,62039,6
7850,Zeynep,Arslan,55,63833,15
7851,Selin,Öztürk,22,94194,18
7852,Zeynep,Arslan,49,78005,16
7853,Ahmet,Arslan,26,105870,15
7854,Fatma,Şahin,53,29212,16
7855,Mehmet,Şahin,25,70941,9
7856,Mehmet,Doğan,41,43934,15
7857,Ahmet,Demir,21,95205,18
7858,Emre,Kaya,61,80003,17
7859,Emre,Yılmaz,35,108118,13
7860,Fatma,Güler,58,35444,2
7861,Ahmet,Yılmaz,45,82613,5
7862,Ayşe,Korkmaz,54,112156,6
7863,Elif,Çelik,54,74868,8
7864,Emre,Kaya,35,99852,1
7865,Ali,Çelik,51,134088,13
7866,Elif,Öztürk,58,87959,6
7867,Ayşe,Yılmaz,63,108590,15
7868,Ayşe,Yılmaz,58,132709,13
7869,Mehmet,Çelik,37,76040,8
7870,Fatma,Öztürk,49,36018,8
7871,Fatma,Çelik,68,124098,9
7872,Emre,Korkmaz,40,115768,6
7873,Selin,Güler,21,96746,5
7874,Hüseyin,Demir,62,84270,18
7875,Zeynep,Doğan,18,49898,16
7876,Mehmet,Arslan,50,134959,2
7877,Emre,Çelik,23,56503,16
7878,Ali,Demir,58,33121,19
7879,Zeynep,Güler,25,69854,6
7880,Selin,Demir,23,113727,9
7881,Elif,Şahin,33,30112,2
7882,Elif,Şahin,63,66636,17
7883,Ahmet,Çelik,42,89302,16
7884,Hüseyin,Kaya,60,115299,10
7885,Ali,Doğan,29,105313,2
7886,Ahmet,Demir,18,76566,9
7887,Ali,Güler,51,147336,15
7888,Ali,Korkmaz,52,59421,4
7889,Ahmet,Güler,50,103240,1
7890,Emre,Şahin,64,139419,2
7891,Fatma,Kaya,20,126008,18
7892,Emre,Doğan,49,59007,6
7893,Emre,Kaya,34,39483,12
7894,Ali,Güler,24,84038,4
7895,Emre,Çelik,28,33617,7
7896,Elif,Şahin,40,120051,19
7897,Elif,Demir,32,141754,7
7898,Ahmet,Korkmaz,53,111276,18
7899,Ayşe,Yılmaz,21,22389,15
7900,Fatma,Güler,60,22873,3
7901,Ayşe,Yılmaz,66,146871,4
7902,Ali,Çelik,69,88009,14
7903,Ali,Yılmaz,56,21697,13
7904,Ayşe,Yılmaz,60,105148,10
7905,Selin,Korkmaz,40,79308,1
7906,Emre,Öztürk,63,112886,2
7907,Hüseyin,Çelik,63,106091,4
7908,Zeynep,Öztürk,55,84515,3
7909,Zeynep,Yılmaz,34,148750,4
7910,Fatma,Çelik,51,111522,1
7911,Fatma,Demir,38,135379,13
7912,Fatma,Demir,57,48507,13
7913,Elif,Korkmaz,52,47366,17
7914,Ayşe,Korkmaz,60,69642,3
7915,Emre,Güler,50,47898,4
7916,Mehmet,Kaya,51,75011,2
7917,Ahmet,Yılmaz,67,87415,16
7918,Ayşe,Korkmaz,66,58466,3
7919,Elif,Şahin,67,146017,18
7920,Mehmet,Şahin,49,97248,15
7921,Zeynep,Güler,39,47638,17
7922,Fatma,Şahin,18,51992,2
7923,Selin,Çelik,40,33238,19
7924,Zeynep,Demir,35,28812,8
7925,Zeynep,Şahin,18,143583,13
7926,Ali,Kaya,55,111876,11
7927,Elif,Şahin,63,40761,1
7928,Mehmet,Korkmaz,65,38333,2
7929,Emre,Şahin,26,126337,13
7930,Mehmet,Güler,66,124666,14
7931,Emre,Çelik,59,63063,15
7932,Emre,Yılmaz,51,138986,15
7933,Zeynep,Demir,39,46518,18
7934,Fatma,Öztürk,55,54037,14
7935,Elif,Çelik,50,81635,15
7936,Zeynep,Kaya,34,86020,3
7937,Ayşe,Korkmaz,35,31763,16
